source,destination,hotel_name,rating,review_text,review_source_type,reviewer_country,traveler_type,hotel_url,source_url,source_status,collected_at,crawl_time,license_note
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","Yên tĩnh, xứng đáng là nơi nghỉ dưỡng, rất rất rất đẹp nữa.",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.837744+00:00,2026-05-17T19:27:25.837744+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","Nhân viên thân thiện, tiện ích, không gian yên tĩnh, đẹp đẽ, phù hợp nghỉ dưỡng gia đình.",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.837897+00:00,2026-05-17T19:27:25.837897+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","Legacy Yên Tử vượt quá mong đợi của mình. Vị trí, thiết kế, phòng, dịch vụ tất cả đều hoàn hảo và sạch sẽ. Nhân viên thân thiện và lịch sự. Bữa ăn...",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.838035+00:00,2026-05-17T19:27:25.838035+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","Nhân viên nhiệt tình hiếu khách. Cơ sở vật chất tốt, đẹp, hiện đại!",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.838164+00:00,2026-05-17T19:27:25.838164+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá",Nhân viên tuyệt vời nhiệt tình. Phải nói nhân viên nơi đây tuyệt vời nhất trong những nơi mình đã từng nghỉ ngơi.,hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.838302+00:00,2026-05-17T19:27:25.838302+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","không gian độc đáo, mang lại cảm giác thư thái. Có view đẹp. 9",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.838435+00:00,2026-05-17T19:27:25.838435+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","Thiết kế và trang trí thật là quá sức tưởng tượng, quá đẹp",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.838562+00:00,2026-05-17T19:27:25.838562+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","Về cách nhân viên phục vụ: chu đáo, quan tâm, luôn lắng nghe, sẵn sàng hỗ trợ (Ms. Nhung, Ms. Lệ - team front office)",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.838691+00:00,2026-05-17T19:27:25.838691+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","Ưu tiên khách lưu trú, nhân viên care tốt, phòng đẹp đáng tiền",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.838821+00:00,2026-05-17T19:27:25.838821+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
booking,Vietnam,Legacy Yen Tu - MGallery,"Đạt điểm 9,1 9,1 Tuyệt hảo 353 đánh giá","Tôi thích thiết kế tỉ mỉ trong cả không gian chung lẫn phòng nghỉ, đặc biệt là sảnh lễ tân , tổng thể như một tác phẩm nghệ thuật, nhà hàng cũng...",hotel_page_public_review,,,https://www.booking.com/hotel/vn/legacy-yen-tu-mgallery-by-sofitel.vi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALAo6jQBsACAdICJDlhOTUyOWY2LWQ5OGUtNGU4Yy04NzMyLTFkZDcyMDUwMTJkZdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ee658660fa340a7f&srepoch=1779044804&from=searchresults,https://www.booking.com/searchresults.html?ss=Vietnam&dest_type=city&group_adults=2&no_rooms=1&group_children=0&order=review_score_and_price&offset=0,public_playwright,2026-05-17T19:27:25.838953+00:00,2026-05-17T19:27:25.838953+00:00,Previously collected public Booking.com reviews; review Booking.com terms before redistribution.
