run_time,timezone,step,status,rows,current_path,archive_path,google_sheets_summary_da_sync,note,error
20/05/2026 12:42,Việt Nam,national_destination_alerts,ok,24,datasets/gold/current/national_destination_alerts.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,redistribution_features,ok,17,datasets/gold/current/redistribution_features.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,forecast_demand_scores,ok,96,datasets/gold/current/forecast_demand_scores.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,kpi_confidence_scores,ok,120,datasets/gold/current/kpi_confidence_scores.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,proxy_vs_nearrealtime_comparison,ok,24,datasets/gold/current/proxy_vs_nearrealtime_comparison.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,attraction_ticket_catalog,ok,52,datasets/gold/current/attraction_ticket_catalog.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,local_spending_poi,ok,500,datasets/gold/current/local_spending_poi.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,ticket_pressure_scores,ok,24,datasets/gold/current/ticket_pressure_scores.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,hotel_price_pressure,ok,24,datasets/gold/current/hotel_price_pressure.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
20/05/2026 12:42,Việt Nam,flight_price_signal,ok,24,datasets/gold/current/flight_price_signal.csv,datasets/gold/archive/2026-05-20,chưa sync trong bản local; chỉ sync khi cấu hình GOOGLE_SHEETS_ID và connector/job tương ứng,"SEA operating pipeline: archive current cũ, rebuild KPI/forecast/ranking/recommendation/AI knowledge base.",
