destination_id,ten_diem_den,ten_dia_diem,loai_ve,source_name,collection_time,gia_ve_cong_khai,gio_mo_cua,loai_du_lieu,tooltip
hoi_an,Hoi An,Nhà cổ Đức An,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:45.596210+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
hoi_an,Hoi An,Nhà cổ Quân Thắng,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:45.596879+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
hoi_an,Hoi An,Boa tang gom su mau dich,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:45.598196+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
hoi_an,Hoi An,Hội quán Hải Nam,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:45.600528+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
hue,Hue,Tử Cấm Thành,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:51.001527+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
quy_nhon,Quy Nhon,BẢO TÀNG TƯ NHÂN GỐM CỔ GÒ SÀNH VIJAYA - CHAMPA - BÌNH ĐỊNH,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:57.329399+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
quy_nhon,Quy Nhon,Bãi Tắm Hoàng Hậu,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:57.329552+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
quy_nhon,Quy Nhon,Trại Phong Quy Hòa,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:57.329614+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
quy_nhon,Quy Nhon,Trại Phong Quy Hòa,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:57.329669+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
quy_nhon,Quy Nhon,Khu du lịch Ghềnh Ráng,attraction,OpenStreetMap Overpass API,2026-05-19T16:09:57.330209+00:00,thiếu dữ liệu giá,cần Google Maps/đối tác hoặc OSM tag opening_hours,public_snapshot_osm,Dữ liệu giá lấy từ nguồn công khai tại thời điểm cập nhật nếu có; hiện chưa phải realtime. Cần API đối tác để cập nhật tự động.
